List of lists of tuples;Tasks#;Workers#;Jobs#;Sch.FCFS;FCFS.ImpTime;Sch.MRR;MMR.ImpTime;Sch.JSP;JSP.time
[[(0,3),(3,2),(0,4),(3,4)],[(3,3),(0,3),(3,3),(0,3)],[(1,3),(2,4),(1,2)],[(1,1),(2,4),(1,2),(2,2)],[(3,1),(0,4),(3,3)],[(2,3),(1,1),(2,4),(1,3)]];22;4;6;62;5042;18;11291;17;3838833
[[(1,1),(2,2),(1,2)],[(0,1),(3,1),(0,1),(3,1)],[(3,1),(0,1),(3,3),(0,4)],[(2,3),(1,1),(2,3),(1,3)],[(1,1),(2,2),(1,3),(2,2)],[(3,2),(0,4),(3,4)]];22;4;6;46;3834;13;20792;13;3282250
[[(0,4),(3,4),(0,4),(3,1)],[(1,1),(2,3),(1,4),(2,1)],[(2,4),(1,3),(2,4)],[(2,2),(1,2),(2,1),(1,1)],[(3,4),(0,3),(3,2)],[(3,4),(0,4),(3,3),(0,1)]];22;4;6;60;4833;18;11833;18;3368000
[[(2,4),(1,3),(2,4)],[(2,2),(1,3),(2,4),(1,4)],[(0,2),(3,4),(0,1)],[(1,3),(2,3),(1,4),(2,3)],[(0,3),(3,1),(0,2),(3,4)],[(3,2),(0,4),(3,1),(0,2)]];22;4;6;63;4750;21;20875;20;3893084
[[(1,1),(3,3),(1,1),(3,4)],[(2,3),(0,3),(2,3),(0,4)],[(3,1),(1,3),(3,1),(1,2)],[(0,4),(2,4),(0,2),(2,3)],[(3,2),(1,1),(3,2)],[(2,3),(0,3),(2,2)]];22;4;6;55;5000;18;11208;18;3586541
[[(3,1),(0,4),(3,3)],[(2,1),(1,3),(2,2),(1,1)],[(0,3),(3,2),(0,2),(3,2)],[(3,3),(0,2),(3,3),(0,4)],[(1,2),(2,1),(1,1),(2,1)],[(2,3),(1,1),(2,1)]];22;4;6;46;14125;17;14666;15;5501791
[[(0,2),(2,1),(0,4),(2,3)],[(1,2),(3,1),(1,1),(3,3)],[(2,3),(0,4),(2,1),(0,1)],[(0,1),(2,4),(0,2)],[(1,2),(3,3),(1,2)],[(3,1),(1,2),(3,3),(1,3)]];22;4;6;49;6583;14;20459;14;13994291
[[(1,1),(2,4),(1,2),(2,1)],[(2,2),(1,4),(2,1),(1,1)],[(2,1),(1,3),(2,2)],[(3,2),(0,4),(3,1),(0,4)],[(0,4),(3,1),(0,2),(3,1)],[(3,3),(0,2),(3,4)]];22;4;6;50;4959;16;18333;16;4284583
[[(2,2),(0,3),(2,3),(0,2)],[(0,2),(2,3),(0,4),(2,1)],[(1,3),(3,3),(1,4),(3,2)],[(3,4),(1,4),(3,4)],[(3,4),(1,1),(3,3),(1,3)],[(2,1),(0,4),(2,3)]];22;4;6;63;5875;21;18667;20;3660375
[[(3,1),(2,1),(3,4),(2,2)],[(3,3),(2,3),(3,4)],[(0,2),(1,2),(0,4),(1,1)],[(1,2),(0,4),(1,2),(0,1)],[(1,2),(0,1),(1,3)],[(2,2),(3,1),(2,3),(3,1)]];22;4;6;49;10167;14;11833;14;3893250
[[(0,2),(2,2),(0,3)],[(3,3),(1,4),(3,2),(1,3)],[(0,4),(2,4),(0,1),(2,2)],[(1,3),(3,3),(1,1)],[(1,4),(3,4),(1,4),(3,3)],[(2,2),(0,2),(2,1),(0,4)]];22;4;6;61;6791;19;20750;19;4432833
[[(3,2),(1,4),(3,4)],[(3,3),(1,1),(3,2),(1,1)],[(2,3),(0,1),(2,2),(0,4)],[(1,1),(3,4),(1,4),(3,2)],[(2,2),(0,2),(2,1)],[(0,4),(2,2),(0,3),(2,1)]];22;4;6;53;13209;17;14375;17;3678791
[[(1,4),(0,1),(1,1),(0,2)],[(3,1),(2,1),(3,1)],[(0,1),(1,3),(0,4)],[(3,1),(2,1),(3,2),(2,4)],[(2,4),(3,3),(2,4),(3,2)],[(0,4),(1,4),(0,1),(1,4)]];22;4;6;53;5959;16;19000;16;3951583
[[(2,3),(1,3),(2,4),(1,3)],[(1,2),(2,3),(1,4),(2,1)],[(0,4),(3,2),(0,2)],[(2,3),(1,2),(2,4)],[(0,4),(3,2),(0,1),(3,1)],[(3,2),(0,2),(3,3),(0,2)]];22;4;6;57;6000;18;14625;18;3792208
[[(3,3),(0,3),(3,3),(0,3)],[(0,4),(3,4),(0,1),(3,2)],[(1,1),(2,3),(1,3)],[(1,1),(2,4),(1,4),(2,1)],[(0,2),(3,1),(0,1)],[(2,3),(1,3),(2,1),(1,1)]];22;4;6;52;6333;15;21375;15;3910791
[[(1,1),(2,4),(1,3),(2,1)],[(2,4),(1,3),(2,3),(1,4)],[(0,3),(3,3),(0,2),(3,1)],[(0,3),(3,4),(0,2)],[(3,3),(0,2),(3,1),(0,3)],[(2,3),(1,2),(2,4)]];22;4;6;59;5875;19;15000;19;4080500
[[(2,3),(3,3),(2,3),(3,3)],[(0,1),(1,2),(0,4)],[(3,3),(2,1),(3,2)],[(0,1),(1,1),(0,1),(1,4)],[(1,2),(0,3),(1,1),(0,4)],[(3,4),(2,3),(3,2),(2,4)]];22;4;6;55;6667;18;18750;17;3948292
[[(1,4),(3,3),(1,2),(3,1)],[(3,1),(1,1),(3,4)],[(0,2),(2,1),(0,2),(2,3)],[(2,3),(0,4),(2,4),(0,4)],[(0,3),(2,3),(0,3)],[(3,2),(1,4),(3,2),(1,2)]];22;4;6;58;6125;18;14625;18;4246750
[[(1,2),(2,3),(1,4)],[(2,1),(1,1),(2,4),(1,4)],[(0,3),(3,3),(0,2)],[(0,4),(3,1),(0,2),(3,1)],[(3,2),(0,1),(3,2),(0,4)],[(1,4),(2,3),(1,4),(2,1)]];22;4;6;56;6500;19;20625;19;3734833
[[(0,1),(3,1),(0,1)],[(2,3),(1,3),(2,1),(1,3)],[(1,1),(2,2),(1,1)],[(3,1),(0,3),(3,4),(0,4)],[(1,3),(2,1),(1,1),(2,4)],[(0,4),(3,1),(0,4),(3,4)]];22;4;6;51;5542;17;14500;17;3896041
[[(3,2),(2,1),(3,1)],[(0,4),(1,3),(0,1),(1,2)],[(1,4),(0,3),(1,3),(0,4)],[(2,2),(3,4),(2,3),(3,4)],[(3,3),(2,1),(3,1),(2,1)],[(0,1),(1,2),(0,3)]];22;4;6;53;6084;16;16875;16;3990333
[[(0,4),(1,2),(0,1)],[(0,3),(1,4),(0,2),(1,1)],[(2,3),(3,4),(2,1)],[(3,3),(2,1),(3,1),(2,2)],[(1,3),(0,1),(1,4),(0,3)],[(2,2),(3,4),(2,4),(3,3)]];22;4;6;56;5667;18;13292;15;4175125
[[(3,1),(0,3),(3,3)],[(3,4),(0,3),(3,4),(0,3)],[(0,4),(3,3),(0,4),(3,3)],[(2,2),(1,4),(2,1)],[(2,3),(1,1),(2,2),(1,4)],[(1,1),(2,3),(1,1),(2,1)]];22;4;6;58;5500;18;17833;18;3776500
[[(2,4),(3,4),(2,3)],[(1,3),(0,4),(1,2),(0,3)],[(0,2),(1,1),(0,2),(1,4)],[(2,2),(3,3),(2,2),(3,1)],[(0,2),(1,4),(0,2)],[(3,1),(2,1),(3,1),(2,3)]];22;4;6;54;5208;16;11417;15;3561792
[[(3,2),(0,3),(3,4),(0,3)],[(1,2),(2,2),(1,2),(2,3)],[(2,1),(1,4),(2,1),(1,2)],[(2,3),(1,4),(2,1)],[(0,3),(3,2),(0,1),(3,1)],[(0,4),(3,1),(0,1)]];22;4;6;50;5209;17;18666;15;3361250
[[(0,1),(2,4),(0,3),(2,4)],[(3,4),(1,2),(3,4),(1,4)],[(2,2),(0,1),(2,2),(0,3)],[(3,3),(1,2),(3,2)],[(1,4),(3,4),(1,4),(3,3)],[(2,2),(0,1),(2,2)]];22;4;6;61;4625;20;13375;20;3458375
[[(3,2),(2,2),(3,2),(2,4)],[(3,2),(2,1),(3,1)],[(2,3),(3,3),(2,3),(3,4)],[(1,1),(0,4),(1,3),(0,2)],[(1,4),(0,3),(1,4)],[(0,1),(1,4),(0,3),(1,3)]];22;4;6;59;4750;19;14667;19;3754708
[[(0,3),(1,1),(0,3)],[(1,2),(0,2),(1,4),(0,1)],[(2,4),(3,1),(2,4),(3,3)],[(3,1),(2,4),(3,2)],[(3,2),(2,2),(3,2),(2,3)],[(0,4),(1,2),(0,2),(1,2)]];22;4;6;54;4708;17;15625;17;3391250
[[(1,3),(0,3),(1,3),(0,3)],[(0,2),(1,4),(0,1)],[(0,3),(1,3),(0,1),(1,4)],[(2,4),(3,2),(2,2),(3,4)],[(2,2),(3,3),(2,4)],[(3,2),(2,2),(3,2),(2,2)]];22;4;6;59;3875;17;16542;17;3284292
[[(1,4),(0,4),(1,3),(0,1)],[(2,1),(3,3),(2,4),(3,4)],[(0,2),(1,1),(0,1),(1,3)],[(3,3),(2,4),(3,1),(2,3)],[(2,1),(3,2),(2,2)],[(1,4),(0,2),(1,4)]];22;4;6;57;4791;19;14250;19;3274416
[[(1,2),(2,2),(1,3),(2,2)],[(3,3),(0,3),(3,4),(0,3)],[(3,3),(0,4),(3,2)],[(1,1),(2,1),(1,4)],[(0,2),(3,3),(0,4),(3,2)],[(2,3),(1,1),(2,4),(1,2)]];22;4;6;58;4042;17;16625;17;3105375
[[(1,1),(3,3),(1,2),(3,1)],[(3,1),(1,1),(3,2),(1,2)],[(0,2),(2,1),(0,1),(2,4)],[(2,4),(0,3),(2,2),(0,3)],[(2,1),(0,2),(2,1)],[(3,1),(1,4),(3,1)]];22;4;6;43;3750;14;12583;14;2853084
[[(3,2),(1,2),(3,4)],[(2,2),(0,1),(2,2)],[(0,4),(2,3),(0,1),(2,2)],[(2,3),(0,3),(2,4),(0,4)],[(3,1),(1,4),(3,4),(1,1)],[(1,2),(3,2),(1,1),(3,3)]];22;4;6;55;3084;18;12375;16;3481875
[[(2,3),(3,2),(2,1)],[(1,4),(0,1),(1,4),(0,2)],[(3,2),(2,2),(3,4),(2,1)],[(2,3),(3,4),(2,4),(3,2)],[(0,1),(1,2),(0,1),(1,2)],[(0,1),(1,2),(0,2)]];22;4;6;50;5000;16;16125;15;3488417
[[(1,1),(2,2),(1,3),(2,3)],[(0,1),(3,1),(0,4)],[(0,4),(3,3),(0,3),(3,1)],[(3,1),(0,1),(3,2),(0,4)],[(2,1),(1,2),(2,2)],[(2,1),(1,4),(2,4),(1,3)]];22;4;6;51;5875;17;17416;17;3253209
[[(0,3),(1,2),(0,2),(1,3)],[(2,3),(3,1),(2,2)],[(2,2),(3,2),(2,3),(3,3)],[(3,1),(2,1),(3,4),(2,3)],[(1,4),(0,1),(1,2)],[(1,4),(0,2),(1,3),(0,2)]];22;4;6;53;4542;18;13417;18;3629583
[[(3,2),(1,3),(3,2),(1,1)],[(1,3),(3,1),(1,2),(3,4)],[(1,1),(3,4),(1,4)],[(2,1),(0,3),(2,2),(0,2)],[(0,3),(2,3),(0,2),(2,2)],[(0,4),(2,4),(0,3)]];22;4;6;56;4625;17;11417;17;3847917
[[(1,3),(2,3),(1,2),(2,1)],[(3,3),(0,3),(3,1),(0,2)],[(2,4),(1,4),(2,3)],[(0,3),(3,4),(0,1),(3,3)],[(3,1),(0,4),(3,2)],[(2,4),(1,1),(2,4),(1,3)]];22;4;6;59;4084;21;18833;19;3336625
[[(3,3),(1,3),(3,3),(1,2)],[(0,2),(2,2),(0,4),(2,3)],[(1,2),(3,3),(1,3),(3,2)],[(3,3),(1,3),(3,2)],[(0,2),(2,1),(0,3)],[(2,2),(0,1),(2,2),(0,1)]];22;4;6;52;6208;16;13459;16;3244458
[[(2,4),(3,3),(2,2)],[(3,2),(2,3),(3,2),(2,4)],[(1,1),(0,4),(1,2),(0,4)],[(0,2),(1,1),(0,2),(1,4)],[(0,1),(1,2),(0,3)],[(2,3),(3,4),(2,4),(3,4)]];22;4;6;61;4500;20;13625;20;3285250
[[(1,3),(2,4),(1,4),(2,3)],[(2,3),(1,3),(2,1),(1,4)],[(0,4),(3,4),(0,4),(3,1)],[(1,2),(2,2),(1,3)],[(3,1),(0,4),(3,3),(0,4)],[(0,3),(3,2),(0,2)]];22;4;6;64;3958;21;9375;21;3244459
[[(0,2),(3,2),(0,2)],[(0,3),(3,2),(0,4),(3,3)],[(2,2),(1,2),(2,4),(1,4)],[(2,1),(1,4),(2,4)],[(3,2),(0,1),(3,2),(0,2)],[(1,4),(2,1),(1,1),(2,1)]];22;4;6;53;4458;15;16541;15;3226083
[[(3,1),(2,1),(3,4),(2,4)],[(1,2),(0,4),(1,1),(0,1)],[(0,3),(1,4),(0,2),(1,3)],[(2,2),(3,1),(2,4),(3,4)],[(3,4),(2,1),(3,3)],[(0,2),(1,1),(0,4)]];22;4;6;56;4375;17;9750;17;3244833
[[(3,3),(1,1),(3,4),(1,2)],[(0,1),(2,3),(0,1),(2,2)],[(1,2),(3,3),(1,1)],[(2,2),(0,4),(2,2),(0,4)],[(2,2),(0,4),(2,2)],[(1,2),(3,4),(1,1),(3,2)]];22;4;6;52;3542;16;10500;16;3280292
[[(2,2),(0,2),(2,4),(0,1)],[(2,4),(0,4),(2,1)],[(1,3),(3,3),(1,2),(3,2)],[(1,4),(3,1),(1,4)],[(0,1),(2,2),(0,4),(2,3)],[(3,4),(1,2),(3,1),(1,1)]];22;4;6;55;5167;17;12625;16;3821917
[[(0,2),(1,3),(0,3)],[(1,1),(0,3),(1,1),(0,3)],[(3,1),(2,1),(3,1),(2,4)],[(2,2),(3,1),(2,4),(3,2)],[(2,3),(3,3),(2,4)],[(0,1),(1,1),(0,3),(1,1)]];22;4;6;48;4959;18;15583;18;3451208
[[(2,2),(1,2),(2,2),(1,3)],[(1,4),(2,4),(1,1)],[(1,3),(2,3),(1,4),(2,1)],[(0,4),(3,1),(0,3),(3,4)],[(3,4),(0,1),(3,2)],[(3,2),(0,3),(3,3),(0,3)]];22;4;6;59;5167;18;12917;17;3393166
[[(0,4),(1,4),(0,2),(1,1)],[(3,4),(2,3),(3,3)],[(1,3),(0,4),(1,3),(0,1)],[(3,3),(2,4),(3,4),(2,2)],[(2,1),(3,3),(2,4),(3,4)],[(0,1),(1,2),(0,2)]];22;4;6;62;4541;21;1708541;21;3545750
[[(0,2),(3,2),(0,2),(3,3)],[(1,4),(2,3),(1,3)],[(3,2),(0,2),(3,1),(0,2)],[(1,4),(2,1),(1,4),(2,1)],[(3,3),(0,2),(3,3)],[(2,4),(1,3),(2,4),(1,4)]];22;4;6;59;4959;22;12417;22;3292875
[[(0,2),(3,3),(0,2)],[(2,2),(1,1),(2,2),(1,2)],[(0,3),(3,2),(0,4),(3,2)],[(3,1),(0,2),(3,1),(0,2)],[(1,4),(2,3),(1,1),(2,4)],[(2,2),(1,2),(2,1)]];22;4;6;48;4334;15;17250;15;3422666
[[(2,2),(3,1),(2,2)],[(3,2),(2,1),(3,3),(2,3)],[(1,4),(0,3),(1,3),(0,1)],[(2,2),(3,3),(2,3),(3,4)],[(0,3),(1,4),(0,2)],[(0,3),(1,2),(0,1),(1,4)]];22;4;6;56;10666;17;13250;17;3137791
[[(1,1),(0,4),(1,4),(0,1)],[(1,1),(0,1),(1,3)],[(3,4),(2,1),(3,2)],[(2,2),(3,2),(2,1),(3,3)],[(0,4),(1,1),(0,1),(1,4)],[(3,2),(2,4),(3,1),(2,1)]];22;4;6;48;4208;19;11750;16;3236291
[[(0,4),(3,1),(0,3),(3,4)],[(3,1),(0,3),(3,1),(0,2)],[(2,4),(1,2),(2,4),(1,4)],[(1,4),(2,1),(1,3)],[(1,2),(2,3),(1,2),(2,4)],[(0,2),(3,3),(0,2)]];22;4;6;59;14125;17;14542;17;3441625
[[(1,3),(0,4),(1,3),(0,4)],[(1,3),(0,3),(1,1)],[(2,2),(3,3),(2,4),(3,2)],[(3,1),(2,4),(3,3),(2,2)],[(0,2),(1,4),(0,3),(1,2)],[(2,2),(3,4),(2,1)]];22;4;6;60;4375;17;12958;17;3189709
[[(0,4),(1,2),(0,3),(1,4)],[(1,3),(0,2),(1,1),(0,2)],[(2,2),(3,1),(2,4),(3,3)],[(3,2),(2,3),(3,1),(2,3)],[(3,3),(2,2),(3,2)],[(1,2),(0,4),(1,1)]];22;4;6;54;10375;17;10791;15;3062959
[[(1,3),(0,4),(1,3)],[(0,2),(1,4),(0,2),(1,1)],[(1,3),(0,4),(1,3),(0,3)],[(2,4),(3,3),(2,4)],[(2,2),(3,3),(2,2),(3,1)],[(3,2),(2,3),(3,4),(2,1)]];22;4;6;61;4208;19;12292;17;3044959
[[(0,2),(1,4),(0,1)],[(2,2),(3,2),(2,4),(3,1)],[(3,4),(2,2),(3,2)],[(0,4),(1,2),(0,2),(1,3)],[(1,4),(0,4),(1,4),(0,2)],[(3,2),(2,2),(3,2),(2,2)]];22;4;6;57;7375;17;8625;17;2927375
[[(0,1),(1,3),(0,1),(1,4)],[(3,4),(2,2),(3,3),(2,1)],[(2,2),(3,3),(2,1),(3,2)],[(2,1),(3,1),(2,4)],[(1,3),(0,1),(1,4),(0,1)],[(0,1),(1,4),(0,4)]];22;4;6;51;4541;18;15083;18;3191666
[[(1,1),(2,4),(1,4)],[(1,1),(2,3),(1,4),(2,1)],[(0,3),(3,2),(0,2),(3,2)],[(2,2),(1,3),(2,2),(1,4)],[(0,2),(3,3),(0,3)],[(3,4),(0,1),(3,1),(0,1)]];22;4;6;53;12542;18;8625;17;3106167
[[(1,4),(3,1),(1,4),(3,1)],[(3,2),(1,1),(3,3)],[(2,3),(0,1),(2,2),(0,2)],[(0,3),(2,2),(0,3),(2,3)],[(0,3),(2,2),(0,4)],[(3,3),(1,1),(3,2),(1,1)]];22;4;6;51;3916;16;12250;16;2957209
[[(3,3),(1,3),(3,3),(1,1)],[(0,3),(2,2),(0,4),(2,3)],[(1,1),(3,3),(1,1),(3,4)],[(1,1),(3,4),(1,4)],[(2,3),(0,3),(2,4),(0,1)],[(0,3),(2,1),(0,2)]];22;4;6;57;8542;17;13458;17;3226292
[[(1,2),(2,4),(1,2),(2,4)],[(0,1),(3,1),(0,4)],[(0,1),(3,3),(0,3),(3,3)],[(1,1),(2,4),(1,2)],[(3,2),(0,2),(3,1),(0,1)],[(2,3),(1,3),(2,4),(1,1)]];22;4;6;52;4666;19;15792;19;2995791
[[(0,2),(2,1),(0,2),(2,3)],[(1,3),(3,1),(1,3)],[(0,1),(2,4),(0,4)],[(2,3),(0,1),(2,2),(0,1)],[(3,3),(1,4),(3,4),(1,2)],[(1,2),(3,3),(1,1),(3,1)]];22;4;6;51;3917;15;12542;15;3041958
[[(3,3),(2,4),(3,2),(2,3)],[(3,1),(2,1),(3,2)],[(1,4),(0,3),(1,3)],[(0,3),(1,1),(0,3),(1,3)],[(1,4),(0,3),(1,4),(0,2)],[(2,4),(3,4),(2,4),(3,4)]];22;4;6;65;3334;19;18792;19;3191250
[[(0,1),(3,1),(0,1),(3,3)],[(3,3),(0,1),(3,4)],[(1,4),(2,4),(1,2),(2,3)],[(3,3),(0,1),(3,4),(0,4)],[(2,3),(1,2),(2,4),(1,2)],[(2,3),(1,4),(2,1)]];22;4;6;58;10291;19;8959;18;3321083
[[(0,4),(3,4),(0,4),(3,2)],[(1,4),(2,2),(1,3),(2,2)],[(3,3),(0,2),(3,4)],[(2,1),(1,3),(2,1),(1,4)],[(3,4),(0,3),(3,3),(0,3)],[(1,3),(2,3),(1,4)]];22;4;6;66;3291;21;16541;21;3251458
[[(3,3),(0,3),(3,4)],[(2,1),(1,3),(2,1),(1,2)],[(1,2),(2,4),(1,1)],[(3,2),(0,1),(3,4),(0,1)],[(0,4),(3,1),(0,1),(3,1)],[(1,1),(2,1),(1,1),(2,2)]];22;4;6;44;7667;16;9167;15;3122167
[[(2,2),(3,2),(2,2)],[(1,2),(0,1),(1,2),(0,2)],[(3,3),(2,4),(3,4),(2,4)],[(0,3),(1,1),(0,1),(1,1)],[(2,3),(3,2),(2,1),(3,3)],[(0,2),(1,3),(0,2)]];22;4;6;50;3875;17;12250;17;3414166
[[(2,4),(0,3),(2,1),(0,1)],[(3,3),(1,1),(3,2),(1,4)],[(1,1),(3,1),(1,2),(3,2)],[(0,4),(2,1),(0,1),(2,4)],[(1,3),(3,1),(1,3)],[(2,4),(0,3),(2,2)]];22;4;6;51;7083;17;8709;16;2985166
[[(3,3),(0,2),(3,2)],[(2,4),(1,2),(2,3),(1,4)],[(0,4),(3,1),(0,1),(3,3)],[(1,1),(2,4),(1,1),(2,4)],[(1,2),(2,2),(1,2)],[(3,3),(0,3),(3,1),(0,3)]];22;4;6;55;3625;17;11125;17;3153417
[[(2,4),(0,1),(2,3)],[(1,3),(3,4),(1,4),(3,1)],[(3,4),(1,1),(3,1),(1,2)],[(0,2),(2,1),(0,2),(2,4)],[(3,4),(1,2),(3,3)],[(2,2),(0,1),(2,2),(0,3)]];22;4;6;54;8833;18;8458;17;3196209
[[(3,2),(0,4),(3,2),(0,2)],[(0,2),(3,3),(0,1)],[(0,3),(3,1),(0,4),(3,4)],[(2,4),(1,2),(2,4)],[(1,3),(2,2),(1,3),(2,4)],[(2,3),(1,2),(2,1),(1,1)]];22;4;6;57;4041;18;18667;18;3199333
[[(1,4),(0,4),(1,2),(0,3)],[(2,4),(3,1),(2,3),(3,1)],[(3,2),(2,4),(3,3),(2,3)],[(3,1),(2,3),(3,4)],[(0,4),(1,2),(0,4),(1,3)],[(1,3),(0,3),(1,2)]];22;4;6;63;9125;18;9375;18;3273458
[[(2,4),(3,3),(2,1),(3,4)],[(0,3),(1,3),(0,4),(1,4)],[(3,1),(2,4),(3,4),(2,1)],[(1,1),(0,2),(1,4),(0,4)],[(1,4),(0,4),(1,4)],[(3,1),(2,1),(3,3)]];22;4;6;64;7541;20;12291;20;3156084
[[(0,2),(3,1),(0,3)],[(3,3),(0,2),(3,1),(0,3)],[(0,2),(3,1),(0,1),(3,2)],[(1,4),(2,3),(1,2)],[(2,1),(1,2),(2,3),(1,1)],[(1,1),(2,4),(1,4),(2,1)]];22;4;6;47;8667;16;8834;14;3079417
[[(3,4),(0,4),(3,1),(0,1)],[(2,2),(1,3),(2,4),(1,4)],[(1,3),(2,4),(1,4),(2,3)],[(0,3),(3,4),(0,4)],[(2,2),(1,3),(2,4)],[(0,2),(3,4),(0,1),(3,3)]];22;4;6;67;4500;19;19250;19;3286750
[[(1,4),(3,2),(1,1)],[(1,1),(3,1),(1,1),(3,2)],[(0,3),(2,4),(0,3)],[(0,2),(2,2),(0,3),(2,1)],[(3,3),(1,3),(3,4),(1,2)],[(2,3),(0,2),(2,1),(0,2)]];22;4;6;50;13417;15;10250;15;3207917
[[(3,4),(0,4),(3,3),(0,3)],[(0,1),(3,3),(0,4)],[(2,1),(1,4),(2,2),(1,2)],[(0,3),(3,1),(0,2),(3,1)],[(1,2),(2,3),(1,4),(2,4)],[(2,4),(1,4),(2,3)]];22;4;6;62;3209;18;10625;18;3292208
[[(0,1),(1,3),(0,1)],[(3,2),(2,3),(3,3),(2,4)],[(0,2),(1,1),(0,2),(1,1)],[(2,1),(3,2),(2,2),(3,3)],[(1,1),(0,2),(1,1),(0,3)],[(2,3),(3,1),(2,3)]];22;4;6;45;8459;16;14209;16;3166333
[[(2,1),(0,2),(2,1)],[(0,3),(2,1),(0,4),(2,2)],[(1,4),(3,2),(1,1),(3,2)],[(2,3),(0,1),(2,3),(0,3)],[(3,1),(1,2),(3,3)],[(3,4),(1,4),(3,3),(1,1)]];22;4;6;51;3416;15;13833;15;2920458
[[(2,1),(0,2),(2,3),(0,1)],[(0,1),(2,2),(0,1),(2,1)],[(3,3),(1,2),(3,1)],[(2,2),(0,2),(2,4)],[(1,3),(3,4),(1,3),(3,1)],[(3,2),(1,2),(3,4),(1,1)]];22;4;6;46;7500;15;9333;15;3068917
[[(2,3),(3,2),(2,2),(3,1)],[(0,1),(1,1),(0,2),(1,4)],[(3,4),(2,2),(3,2),(2,1)],[(1,1),(0,3),(1,4),(0,4)],[(0,1),(1,1),(0,3)],[(3,3),(2,3),(3,2)]];22;4;6;50;3375;14;17167;14;3275084
[[(0,4),(1,2),(0,2),(1,3)],[(3,1),(2,3),(3,4),(2,1)],[(2,1),(3,1),(2,3)],[(1,4),(0,4),(1,3),(0,2)],[(2,1),(3,2),(2,1),(3,2)],[(0,1),(1,3),(0,3)]];22;4;6;51;8708;16;11500;16;3081750
[[(2,2),(0,2),(2,1),(0,1)],[(0,3),(2,2),(0,3),(2,4)],[(1,1),(3,3),(1,3)],[(0,2),(2,3),(0,4)],[(1,3),(3,1),(1,3),(3,3)],[(3,4),(1,2),(3,1),(1,1)]];22;4;6;52;4041;16;17375;15;3232583
[[(0,3),(3,1),(0,1)],[(2,4),(1,3),(2,2)],[(3,4),(0,1),(3,2),(0,2)],[(0,2),(3,1),(0,2),(3,2)],[(2,3),(1,4),(2,1),(1,4)],[(1,2),(2,4),(1,1),(2,3)]];22;4;6;52;9250;18;12167;17;3206709
[[(0,1),(2,4),(0,4),(2,3)],[(2,3),(0,3),(2,4)],[(3,3),(1,1),(3,4),(1,2)],[(1,3),(3,3),(1,4)],[(1,3),(3,4),(1,3),(3,2)],[(2,4),(0,1),(2,4),(0,2)]];22;4;6;65;4250;22;15750;22;3138083
[[(3,3),(2,4),(3,1)],[(1,2),(0,2),(1,3),(0,3)],[(2,2),(3,4),(2,2),(3,1)],[(1,3),(0,1),(1,2)],[(0,1),(1,2),(0,1),(1,1)],[(3,1),(2,4),(3,2),(2,3)]];22;4;6;48;11459;16;9041;15;3063375
[[(2,1),(1,4),(2,3),(1,4)],[(2,2),(1,1),(2,2)],[(1,2),(2,1),(1,2),(2,4)],[(3,2),(0,4),(3,2),(0,1)],[(0,4),(3,1),(0,1),(3,2)],[(0,3),(3,4),(0,4)]];22;4;6;54;3958;17;14459;17;3074250
[[(1,2),(0,4),(1,4),(0,1)],[(0,4),(1,4),(0,2),(1,1)],[(1,4),(0,2),(1,4)],[(3,2),(2,4),(3,4),(2,3)],[(2,3),(3,3),(2,2)],[(2,4),(3,2),(2,4),(3,1)]];22;4;6;64;9250;20;12125;20;3113750
[[(1,1),(0,2),(1,4),(0,1)],[(2,4),(3,1),(2,1)],[(0,4),(1,1),(0,2)],[(3,4),(2,3),(3,1),(2,3)],[(2,1),(3,3),(2,3),(3,3)],[(0,2),(1,3),(0,3),(1,3)]];22;4;6;53;3375;16;12416;15;3185792
[[(0,1),(1,4),(0,3),(1,4)],[(3,1),(2,1),(3,4),(2,1)],[(2,4),(3,1),(2,1),(3,2)],[(1,3),(0,2),(1,1),(0,3)],[(2,3),(3,3),(2,3)],[(0,3),(1,3),(0,1)]];22;4;6;52;3916;16;9292;15;3041667
[[(2,4),(3,1),(2,2),(3,1)],[(0,2),(1,4),(0,4)],[(2,3),(3,4),(2,3)],[(1,1),(0,3),(1,4),(0,2)],[(0,4),(1,2),(0,1),(1,3)],[(3,3),(2,4),(3,4),(2,1)]];22;4;6;60;3750;17;11334;17;3301750
[[(3,2),(0,4),(3,4),(0,3)],[(1,2),(2,2),(1,4),(2,1)],[(2,2),(1,4),(2,4)],[(0,2),(3,1),(0,2),(3,3)],[(2,3),(1,1),(2,1),(1,4)],[(3,1),(0,1),(3,3)]];22;4;6;54;9083;16;8500;15;2817292
[[(2,4),(3,2),(2,2),(3,1)],[(2,2),(3,3),(2,3)],[(1,2),(0,2),(1,4),(0,4)],[(0,3),(1,2),(0,2),(1,4)],[(0,4),(1,1),(0,1)],[(3,2),(2,2),(3,2),(2,2)]];22;4;6;54;3125;17;11292;16;2931875
[[(0,1),(2,1),(0,3)],[(0,3),(2,4),(0,4),(2,2)],[(1,3),(3,2),(1,1),(3,1)],[(3,2),(1,4),(3,3),(1,3)],[(2,2),(0,2),(2,2),(0,3)],[(1,4),(3,3),(1,4)]];22;4;6;57;11958;19;10042;19;3118958
